,Country Name,Country Border Name,Happiness Score 2015,Happiness Score 2016,Happiness Score 2017
233,Israel,Dominican Republic,4.885,5.155,5.230000019073491
234,India,Bangladesh,4.694,4.643,4.60799980163574
235,India,Bhutan,5.252999999999999,5.1960000000000015,5.01100015640259
236,India,China,5.14,5.245,5.2729997634887695
237,India,Myanmar,4.307,4.395,4.54500007629395
238,India,Nepal,4.5139999999999985,4.793,4.961999893188481
239,India,Pakistan,5.194,5.1320000000000014,5.26900005340576
240,Iraq,Iran,4.686,4.813,4.69199991226196
241,Iraq,Jordan,5.192,5.303,5.33599996566772
242,Iraq,Kuwait,6.295,6.239,6.10500001907349
243,Iraq,Saudi Arabia,6.4110000000000005,6.379,6.343999862670901
244,Iraq,Dominican Republic,4.885,5.155,5.230000019073491
245,Iraq,Turkey,5.332000000000002,5.3889999999999985,5.5
246,Iran,Afghanistan,3.575,3.36,3.79399991035461
247,Iran,Armenia,4.35,4.36,4.37599992752075
248,Iran,Azerbaijan,5.2120000000000015,5.291,5.2340002059936515
249,Iran,Iraq,4.677,4.575,4.49700021743774
250,Iran,Pakistan,5.194,5.1320000000000014,5.26900005340576
251,Iran,Turkey,5.332000000000002,5.3889999999999985,5.5
252,Iran,Turkmenistan,5.547999999999999,5.658,5.82200002670288
253,Italy,Austria,7.2,7.119,7.00600004196167
254,Italy,France,6.575,6.478,6.44199991226196
255,Italy,Slovenia,5.848,5.768,5.75799989700317
256,Italy,Switzerland,7.5870000000000015,7.508999999999999,7.49399995803833
257,Jordan,Iraq,4.677,4.575,4.49700021743774
258,Jordan,Israel,7.278,7.267,7.212999820709231
259,Jordan,Palestine,,,
260,Jordan,Saudi Arabia,6.4110000000000005,6.379,6.343999862670901
261,Jordan,Dominican Republic,4.885,5.155,5.230000019073491
262,Kenya,Ethiopia,4.512,4.508,4.46000003814697
263,Kenya,Somalia,,5.44,5.151000022888179
264,Kenya,South Sudan,,3.832,3.5910000801086404
265,Kenya,Tanzania,3.781,3.666,3.34899997711182
266,Kenya,Uganda,3.931,3.739,4.08099985122681
267,Kyrgyzstan,China,5.14,5.245,5.2729997634887695
268,Kyrgyzstan,Kazakhstan,5.855,5.919,5.8189997673034695
269,Kyrgyzstan,Tajikistan,4.7860000000000005,4.996,5.04099988937378
270,Kyrgyzstan,Uzbekistan,6.002999999999999,5.987,5.97100019454956
271,Cambodia,Laos,4.876,4.876,
272,Cambodia,Thailand,6.455,6.474,6.423999786376951
273,Cambodia,Vietnam,5.36,5.061,5.07399988174438
274,South Korea,China,5.14,5.245,5.2729997634887695
275,South Korea,South Korea,5.984,5.835,5.837999820709231
276,South Korea,South Korea,5.984,5.835,5.837999820709231
277,Kuwait,Iraq,4.677,4.575,4.49700021743774
278,Kuwait,Saudi Arabia,6.4110000000000005,6.379,6.343999862670901
279,Kazakhstan,China,5.14,5.245,5.2729997634887695
280,Kazakhstan,Kyrgyzstan,5.2860000000000005,5.185,5.0040001869201705
281,Kazakhstan,Turkmenistan,5.547999999999999,5.658,5.82200002670288
282,Kazakhstan,Uzbekistan,6.002999999999999,5.987,5.97100019454956
283,Laos,China,5.14,5.245,5.2729997634887695
284,Laos,Cambodia,3.819,3.907,4.1680002212524405
285,Laos,Myanmar,4.307,4.395,4.54500007629395
286,Laos,Thailand,6.455,6.474,6.423999786376951
287,Laos,Vietnam,5.36,5.061,5.07399988174438
288,Lebanon,Israel,7.278,7.267,7.212999820709231
289,Lebanon,Dominican Republic,4.885,5.155,5.230000019073491
290,Liberia,Guinea,3.656,3.607,3.50699996948242
291,Liberia,Sierra Leone,4.507,4.635,4.70900011062622
292,Lesotho,South Africa,4.642,4.459,4.8289999961853
293,Lithuania,Belarus,5.813,5.8020000000000005,5.5689997673034695
294,Lithuania,Latvia,5.098,5.56,5.849999904632571
295,Lithuania,Poland,5.791,5.835,5.97300004959106
296,Luxembourg,Belgium,6.937,6.9289999999999985,6.89099979400635
297,Luxembourg,Germany,6.75,6.994,6.9510002136230495
298,Luxembourg,France,6.575,6.478,6.44199991226196
299,Latvia,Belarus,5.813,5.8020000000000005,5.5689997673034695
300,Latvia,Estonia,5.4289999999999985,5.517,5.61100006103516
301,Latvia,Lithuania,5.832999999999998,5.813,5.90199995040894
302,Libya,Algeria,5.605,6.355,5.8720002174377415
303,Libya,Chad,3.667,3.763,3.9360001087188703
304,Libya,Egypt,4.194,4.362,4.7350001335144
305,Libya,Niger,3.845,3.856,4.02799987792969
306,Libya,Sudan,4.55,4.1389999999999985,4.138999938964839
307,Libya,Tunisia,4.739,5.045,4.80499982833862
308,Morocco,Algeria,5.605,6.355,5.8720002174377415
309,Morocco,Spain,6.329,6.3610000000000015,6.40299987792969
310,Morocco,France,6.575,6.478,6.44199991226196
311,Moldova,Romania,5.124,5.528,5.824999809265139
312,Moldova,Ukraine,4.681,4.324,4.09600019454956
313,Montenegro,Albania,4.959,4.655,4.64400005340576
314,Montenegro,Bosnia and Herzegovina,4.949,5.1629999999999985,5.18200016021729
315,Montenegro,Croatia,5.759,5.488,5.2930002212524405
316,Montenegro,Serbia,5.122999999999998,5.1770000000000005,5.39499998092651
317,Macedonia,Albania,4.959,4.655,4.64400005340576
318,Macedonia,Bulgaria,4.218,4.217,4.71400022506714
319,Macedonia,Greece,4.857,5.033,5.227000236511231
320,Macedonia,Serbia,5.122999999999998,5.1770000000000005,5.39499998092651
321,Mali,Algeria,5.605,6.355,5.8720002174377415
322,Mali,Burkina Faso,3.587,3.739,4.03200006484985
323,Mali,Guinea,3.656,3.607,3.50699996948242
324,Mali,Mauritania,4.436,4.2010000000000005,4.29199981689453
325,Mali,Niger,3.845,3.856,4.02799987792969
326,Mali,Senegal,3.904,4.2189999999999985,4.53499984741211
327,Myanmar,Bangladesh,4.694,4.643,4.60799980163574
328,Myanmar,China,5.14,5.245,5.2729997634887695
329,Myanmar,India,4.565,4.404,4.31500005722046
330,Myanmar,Laos,4.876,4.876,
331,Myanmar,Thailand,6.455,6.474,6.423999786376951
332,Mongolia,China,5.14,5.245,5.2729997634887695
